# r  u  V_H  V_x  V_c  V_eff
2.845000000001e+00 1.556845400543e-01 7.018896257379e-01 -7.692000716800e-02 -2.599002408849e-02 5.989795944814e-01
2.846000000001e+00 1.555295806127e-01 7.016455596866e-01 -7.685095015877e-02 -2.597623503902e-02 5.988183744888e-01
2.847000000001e+00 1.553747662078e-01 7.014016591195e-01 -7.678195843575e-02 -2.596245128097e-02 5.986572494027e-01
2.848000000001e+00 1.552200967217e-01 7.011579238760e-01 -7.671303193273e-02 -2.594867281398e-02 5.984962191293e-01
2.849000000001e+00 1.550655720368e-01 7.009143537962e-01 -7.664417058356e-02 -2.593489963768e-02 5.983352835749e-01
2.850000000001e+00 1.549111920353e-01 7.006709487199e-01 -7.657537432217e-02 -2.592113175169e-02 5.981744426461e-01
2.851000000001e+00 1.547569565998e-01 7.004277084876e-01 -7.650664308256e-02 -2.590736915565e-02 5.980136962493e-01
2.852000000001e+00 1.546028656127e-01 7.001846329395e-01 -7.643797679882e-02 -2.589361184919e-02 5.978530442914e-01
2.853000000001e+00 1.544489189565e-01 6.999417219162e-01 -7.636937540508e-02 -2.587985983193e-02 5.976924866792e-01
2.854000000001e+00 1.542951165139e-01 6.996989752587e-01 -7.630083883558e-02 -2.586611310349e-02 5.975320233196e-01
2.855000000001e+00 1.541414581675e-01 6.994563928078e-01 -7.623236702461e-02 -2.585237166352e-02 5.973716541197e-01
2.856000000001e+00 1.539879438000e-01 6.992139744048e-01 -7.616395990655e-02 -2.583863551161e-02 5.972113789867e-01
2.857000000001e+00 1.538345732942e-01 6.989717198911e-01 -7.609561741584e-02 -2.582490464741e-02 5.970511978278e-01
2.858000000001e+00 1.536813465329e-01 6.987296291081e-01 -7.602733948699e-02 -2.581117907052e-02 5.968911105506e-01
2.859000000001e+00 1.535282633990e-01 6.984877018978e-01 -7.595912605459e-02 -2.579745878057e-02 5.967311170626e-01
2.860000000001e+00 1.533753237755e-01 6.982459381019e-01 -7.589097705332e-02 -2.578374377719e-02 5.965712172714e-01
2.861000000001e+00 1.532225275453e-01 6.980043375627e-01 -7.582289241791e-02 -2.577003405997e-02 5.964114110848e-01
2.862000000001e+00 1.530698745916e-01 6.977629001224e-01 -7.575487208317e-02 -2.575632962855e-02 5.962516984107e-01
2.863000000001e+00 1.529173647973e-01 6.975216256236e-01 -7.568691598398e-02 -2.574263048253e-02 5.960920791571e-01
2.864000000001e+00 1.527649980459e-01 6.972805139090e-01 -7.561902405529e-02 -2.572893662152e-02 5.959325532322e-01
2.865000000001e+00 1.526127742204e-01 6.970395648214e-01 -7.555119623214e-02 -2.571524804515e-02 5.957731205441e-01
2.866000000001e+00 1.524606932041e-01 6.967987782040e-01 -7.548343244962e-02 -2.570156475302e-02 5.956137810014e-01
2.867000000001e+00 1.523087548805e-01 6.965581539000e-01 -7.541573264292e-02 -2.568788674474e-02 5.954545345123e-01
2.868000000001e+00 1.521569591329e-01 6.963176917529e-01 -7.534809674726e-02 -2.567421401993e-02 5.952953809857e-01
2.869000000001e+00 1.520053058448e-01 6.960773916062e-01 -7.528052469798e-02 -2.566054657817e-02 5.951363203301e-01
2.870000000001e+00 1.518537948998e-01 6.958372533039e-01 -7.521301643046e-02 -2.564688441910e-02 5.949773524543e-01
2.871000000001e+00 1.517024261815e-01 6.955972766899e-01 -7.514557188016e-02 -2.563322754230e-02 5.948184772674e-01
2.872000000001e+00 1.515511995734e-01 6.953574616084e-01 -7.507819098262e-02 -2.561957594738e-02 5.946596946784e-01
2.873000000001e+00 1.514001149593e-01 6.951178079039e-01 -7.501087367345e-02 -2.560592963394e-02 5.945010045965e-01
2.874000000001e+00 1.512491722231e-01 6.948783154209e-01 -7.494361988831e-02 -2.559228860159e-02 5.943424069310e-01
2.875000000001e+00 1.510983712484e-01 6.946389840041e-01 -7.487642956296e-02 -2.557865284992e-02 5.941839015912e-01
2.876000000001e+00 1.509477119193e-01 6.943998134985e-01 -7.480930263322e-02 -2.556502237854e-02 5.940254884867e-01
2.877000000001e+00 1.507971941196e-01 6.941608037492e-01 -7.474223903499e-02 -2.555139718704e-02 5.938671675272e-01
2.878000000001e+00 1.506468177333e-01 6.939219546016e-01 -7.467523870422e-02 -2.553777727501e-02 5.937089386223e-01
2.879000000001e+00 1.504965826446e-01 6.936832659011e-01 -7.460830157695e-02 -2.552416264206e-02 5.935508016821e-01
2.880000000001e+00 1.503464887376e-01 6.934447374934e-01 -7.454142758929e-02 -2.551055328777e-02 5.933927566163e-01
2.881000000001e+00 1.501965358964e-01 6.932063692244e-01 -7.447461667742e-02 -2.549694921175e-02 5.932348033352e-01
2.882000000001e+00 1.500467240053e-01 6.929681609401e-01 -7.440786877758e-02 -2.548335041357e-02 5.930769417490e-01
2.883000000001e+00 1.498970529486e-01 6.927301124868e-01 -7.434118382609e-02 -2.546975689283e-02 5.929191717679e-01
2.884000000001e+00 1.497475226107e-01 6.924922237109e-01 -7.427456175935e-02 -2.545616864911e-02 5.927614933025e-01
2.885000000001e+00 1.495981328760e-01 6.922544944590e-01 -7.420800251381e-02 -2.544258568202e-02 5.926039062632e-01
2.886000000001e+00 1.494488836290e-01 6.920169245779e-01 -7.414150602601e-02 -2.542900799113e-02 5.924464105607e-01
2.887000000001e+00 1.492997747542e-01 6.917795139144e-01 -7.407507223255e-02 -2.541543557602e-02 5.922890061059e-01
2.888000000001e+00 1.491508061363e-01 6.915422623159e-01 -7.400870107010e-02 -2.540186843629e-02 5.921316928095e-01
2.889000000001e+00 1.490019776599e-01 6.913051696296e-01 -7.394239247540e-02 -2.538830657150e-02 5.919744705827e-01
2.890000000001e+00 1.488532892097e-01 6.910682357031e-01 -7.387614638528e-02 -2.537474998126e-02 5.918173393365e-01
2.891000000001e+00 1.487047406705e-01 6.908314603839e-01 -7.380996273661e-02 -2.536119866513e-02 5.916602989822e-01
2.892000000001e+00 1.485563319273e-01 6.905948435201e-01 -7.374384146634e-02 -2.534765262270e-02 5.915033494310e-01
2.893000000001e+00 1.484080628648e-01 6.903583849596e-01 -7.367778251151e-02 -2.533411185353e-02 5.913464905946e-01
2.894000000001e+00 1.482599333680e-01 6.901220845508e-01 -7.361178580921e-02 -2.532057635722e-02 5.911897223843e-01
2.895000000001e+00 1.481119433221e-01 6.898859421419e-01 -7.354585129659e-02 -2.530704613333e-02 5.910330447120e-01
2.896000000001e+00 1.479640926120e-01 6.896499575817e-01 -7.347997891090e-02 -2.529352118144e-02 5.908764574894e-01
2.897000000001e+00 1.478163811230e-01 6.894141307189e-01 -7.341416858944e-02 -2.528000150112e-02 5.907199606284e-01
2.898000000001e+00 1.476688087402e-01 6.891784614025e-01 -7.334842026958e-02 -2.526648709195e-02 5.905635540410e-01
2.899000000001e+00 1.475213753489e-01 6.889429494816e-01 -7.328273388876e-02 -2.525297795349e-02 5.904072376393e-01
2.900000000001e+00 1.473740808344e-01 6.887075948055e-01 -7.321710938450e-02 -2.523947408531e-02 5.902510113357e-01
2.901000000001e+00 1.472269250822e-01 6.884723972237e-01 -7.315154669438e-02 -2.522597548698e-02 5.900948750424e-01
2.902000000001e+00 1.470799079777e-01 6.882373565859e-01 -7.308604575604e-02 -2.521248215807e-02 5.899388286718e-01
2.903000000001e+00 1.469330294064e-01 6.880024727421e-01 -7.302060650722e-02 -2.519899409814e-02 5.897828721367e-01
2.904000000001e+00 1.467862892539e-01 6.877677455421e-01 -7.295522888569e-02 -2.518551130676e-02 5.896270053496e-01
2.905000000001e+00 1.466396874057e-01 6.875331748362e-01 -7.288991282932e-02 -2.517203378349e-02 5.894712282234e-01
2.906000000001e+00 1.464932237477e-01 6.872987604748e-01 -7.282465827603e-02 -2.515856152789e-02 5.893155406709e-01
2.907000000001e+00 1.463468981656e-01 6.870645023085e-01 -7.275946516383e-02 -2.514509453953e-02 5.891599426052e-01
2.908000000001e+00 1.462007105452e-01 6.868304001881e-01 -7.269433343076e-02 -2.513163281796e-02 5.890044339394e-01
2.909000000001e+00 1.460546607723e-01 6.865964539644e-01 -7.262926301498e-02 -2.511817636273e-02 5.888490145867e-01
2.910000000001e+00 1.459087487330e-01 6.863626634885e-01 -7.256425385468e-02 -2.510472517342e-02 5.886936844604e-01
2.911000000001e+00 1.457629743132e-01 6.861290286118e-01 -7.249930588812e-02 -2.509127924957e-02 5.885384434741e-01
2.912000000001e+00 1.456173373990e-01 6.858955491857e-01 -7.243441905366e-02 -2.507783859074e-02 5.883832915413e-01
2.913000000001e+00 1.454718378764e-01 6.856622250618e-01 -7.236959328969e-02 -2.506440319648e-02 5.882282285757e-01
2.914000000001e+00 1.453264756318e-01 6.854290560920e-01 -7.230482853470e-02 -2.505097306634e-02 5.880732544909e-01
2.915000000001e+00 1.451812505514e-01 6.851960421282e-01 -7.224012472722e-02 -2.503754819988e-02 5.879183692011e-01
2.916000000001e+00 1.450361625214e-01 6.849631830225e-01 -7.217548180586e-02 -2.502412859665e-02 5.877635726200e-01
2.917000000001e+00 1.448912114282e-01 6.847304786274e-01 -7.211089970932e-02 -2.501071425618e-02 5.876088646619e-01
2.918000000001e+00 1.447463971583e-01 6.844979287953e-01 -7.204637837633e-02 -2.499730517804e-02 5.874542452409e-01
2.919000000001e+00 1.446017195981e-01 6.842655333789e-01 -7.198191774571e-02 -2.498390136176e-02 5.872997142714e-01
2.920000000001e+00 1.444571786343e-01 6.840332922311e-01 -7.191751775634e-02 -2.497050280690e-02 5.871452716678e-01
2.921000000001e+00 1.443127741534e-01 6.838012052049e-01 -7.185317834717e-02 -2.495710951298e-02 5.869909173447e-01
2.922000000001e+00 1.441685060421e-01 6.835692721535e-01 -7.178889945723e-02 -2.494372147957e-02 5.868366512167e-01
2.923000000001e+00 1.440243741872e-01 6.833374929303e-01 -7.172468102559e-02 -2.493033870619e-02 5.866824731985e-01
2.924000000001e+00 1.438803784754e-01 6.831058673889e-01 -7.166052299142e-02 -2.491696119240e-02 5.865283832051e-01
2.925000000001e+00 1.437365187937e-01 6.828743953830e-01 -7.159642529392e-02 -2.490358893771e-02 5.863743811513e-01
2.926000000001e+00 1.435927950289e-01 6.826430767665e-01 -7.153238787240e-02 -2.489022194169e-02 5.862204669524e-01
2.927000000001e+00 1.434492070681e-01 6.824119113934e-01 -7.146841066620e-02 -2.487686020385e-02 5.860666405234e-01
2.928000000001e+00 1.433057547983e-01 6.821808991181e-01 -7.140449361474e-02 -2.486350372375e-02 5.859129017797e-01
2.929000000001e+00 1.431624381065e-01 6.819500397950e-01 -7.134063665752e-02 -2.485015250090e-02 5.857592506366e-01
2.930000000001e+00 1.430192568801e-01 6.817193332786e-01 -7.127683973408e-02 -2.483680653484e-02 5.856056870097e-01
2.931000000001e+00 1.428762110062e-01 6.814887794237e-01 -7.121310278406e-02 -2.482346582511e-02 5.854522108146e-01
2.932000000001e+00 1.427333003720e-01 6.812583780853e-01 -7.114942574714e-02 -2.481013037123e-02 5.852988219669e-01
2.933000000001e+00 1.425905248651e-01 6.810281291185e-01 -7.108580856307e-02 -2.479680017274e-02 5.851455203827e-01
2.934000000001e+00 1.424478843728e-01 6.807980323785e-01 -7.102225117168e-02 -2.478347522916e-02 5.849923059776e-01
2.935000000001e+00 1.423053787826e-01 6.805680877208e-01 -7.095875351286e-02 -2.477015554002e-02 5.848391786679e-01
2.936000000001e+00 1.421630079820e-01 6.803382950010e-01 -7.089531552656e-02 -2.475684110484e-02 5.846861383696e-01
2.937000000001e+00 1.420207718587e-01 6.801086540750e-01 -7.083193715281e-02 -2.474353192315e-02 5.845331849991e-01
2.938000000001e+00 1.418786703003e-01 6.798791647987e-01 -7.076861833168e-02 -2.473022799447e-02 5.843803184726e-01
2.939000000001e+00 1.417367031946e-01 6.796498270282e-01 -7.070535900334e-02 -2.471692931832e-02 5.842275387066e-01
2.940000000001e+00 1.415948704293e-01 6.794206406199e-01 -7.064215910800e-02 -2.470363589423e-02 5.840748456177e-01
2.941000000001e+00 1.414531718924e-01 6.791916054302e-01 -7.057901858596e-02 -2.469034772171e-02 5.839222391225e-01
2.942000000001e+00 1.413116074717e-01 6.789627213157e-01 -7.051593737755e-02 -2.467706480028e-02 5.837697191379e-01
2.943000000001e+00 1.411701770552e-01 6.787339881334e-01 -7.045291542321e-02 -2.466378712946e-02 5.836172855807e-01
2.944000000001e+00 1.410288805310e-01 6.785054057401e-01 -7.038995266340e-02 -2.465051470877e-02 5.834649383679e-01
2.945000000001e+00 1.408877177873e-01 6.782769739930e-01 -7.032704903868e-02 -2.463724753771e-02 5.833126774166e-01
2.946000000001e+00 1.407466887120e-01 6.780486927495e-01 -7.026420448967e-02 -2.462398561580e-02 5.831605026441e-01
2.947000000001e+00 1.406057931936e-01 6.778205618671e-01 -7.020141895704e-02 -2.461072894256e-02 5.830084139675e-01
2.948000000001e+00 1.404650311203e-01 6.775925812033e-01 -7.013869238155e-02 -2.459747751750e-02 5.828564113043e-01
2.949000000001e+00 1.403244023805e-01 6.773647506161e-01 -7.007602470398e-02 -2.458423134012e-02 5.827044945720e-01
2.950000000001e+00 1.401839068626e-01 6.771370699634e-01 -7.001341586524e-02 -2.457099040993e-02 5.825526636882e-01
2.951000000001e+00 1.400435444550e-01 6.769095391034e-01 -6.995086580625e-02 -2.455775472644e-02 5.824009185707e-01
2.952000000001e+00 1.399033150464e-01 6.766821578944e-01 -6.988837446801e-02 -2.454452428917e-02 5.822492591372e-01
2.953000000001e+00 1.397632185253e-01 6.764549261949e-01 -6.982594179161e-02 -2.453129909760e-02 5.820976853057e-01
2.954000000001e+00 1.396232547804e-01 6.762278438637e-01 -6.976356771818e-02 -2.451807915125e-02 5.819461969942e-01
2.955000000001e+00 1.394834237006e-01 6.760009107594e-01 -6.970125218891e-02 -2.450486444962e-02 5.817947941209e-01
2.956000000001e+00 1.393437251745e-01 6.757741267412e-01 -6.963899514508e-02 -2.449165499221e-02 5.816434766039e-01
2.957000000001e+00 1.392041590910e-01 6.755474916681e-01 -6.957679652800e-02 -2.447845077852e-02 5.814922443616e-01
2.958000000001e+00 1.390647253391e-01 6.753210053996e-01 -6.951465627908e-02 -2.446525180804e-02 5.813410973125e-01
2.959000000001e+00 1.389254238077e-01 6.750946677951e-01 -6.945257433978e-02 -2.445205808029e-02 5.811900353750e-01
2.960000000001e+00 1.387862543860e-01 6.748684787142e-01 -6.939055065161e-02 -2.443886959475e-02 5.810390584679e-01
2.961000000001e+00 1.386472169630e-01 6.746424380169e-01 -6.932858515617e-02 -2.442568635091e-02 5.808881665098e-01
2.962000000001e+00 1.385083114279e-01 6.744165455630e-01 -6.926667779510e-02 -2.441250834829e-02 5.807373594197e-01
2.963000000001e+00 1.383695376700e-01 6.741908012128e-01 -6.920482851013e-02 -2.439933558635e-02 5.805866371164e-01
2.964000000001e+00 1.382308955786e-01 6.739652048266e-01 -6.914303724302e-02 -2.438616806461e-02 5.804359995190e-01
2.965000000001e+00 1.380923850430e-01 6.737397562649e-01 -6.908130393564e-02 -2.437300578254e-02 5.802854465467e-01
2.966000000001e+00 1.379540059527e-01 6.735144553882e-01 -6.901962852987e-02 -2.435984873964e-02 5.801349781187e-01
2.967000000001e+00 1.378157581972e-01 6.732893020575e-01 -6.895801096770e-02 -2.434669693540e-02 5.799845941544e-01
2.968000000001e+00 1.376776416660e-01 6.730642961337e-01 -6.889645119117e-02 -2.433355036930e-02 5.798342945733e-01
2.969000000001e+00 1.375396562488e-01 6.728394374780e-01 -6.883494914236e-02 -2.432040904083e-02 5.796840792948e-01
2.970000000001e+00 1.374018018353e-01 6.726147259516e-01 -6.877350476344e-02 -2.430727294947e-02 5.795339482387e-01
2.971000000001e+00 1.372640783152e-01 6.723901614160e-01 -6.871211799664e-02 -2.429414209471e-02 5.793839013247e-01
2.972000000001e+00 1.371264855783e-01 6.721657437329e-01 -6.865078878425e-02 -2.428101647603e-02 5.792339384726e-01
2.973000000001e+00 1.369890235146e-01 6.719414727641e-01 -6.858951706862e-02 -2.426789609291e-02 5.790840596025e-01
2.974000000001e+00 1.368516920139e-01 6.717173483714e-01 -6.852830279217e-02 -2.425478094483e-02 5.789342646344e-01
2.975000000001e+00 1.367144909663e-01 6.714933704171e-01 -6.846714589737e-02 -2.424167103127e-02 5.787845534885e-01
2.976000000001e+00 1.365774202618e-01 6.712695387634e-01 -6.840604632678e-02 -2.422856635170e-02 5.786349260850e-01
2.977000000001e+00 1.364404797906e-01 6.710458532728e-01 -6.834500402299e-02 -2.421546690561e-02 5.784853823442e-01
2.978000000001e+00 1.363036694429e-01 6.708223138078e-01 -6.828401892867e-02 -2.420237269246e-02 5.783359221867e-01
2.979000000001e+00 1.361669891090e-01 6.705989202313e-01 -6.822309098655e-02 -2.418928371174e-02 5.781865455330e-01
2.980000000001e+00 1.360304386791e-01 6.703756724061e-01 -6.816222013944e-02 -2.417619996291e-02 5.780372523038e-01
2.981000000001e+00 1.358940180437e-01 6.701525701954e-01 -6.810140633018e-02 -2.416312144545e-02 5.778880424198e-01
2.982000000001e+00 1.357577270932e-01 6.699296134624e-01 -6.804064950170e-02 -2.415004815882e-02 5.777389158019e-01
2.983000000001e+00 1.356215657181e-01 6.697068020705e-01 -6.797994959697e-02 -2.413698010250e-02 5.775898723710e-01
2.984000000001e+00 1.354855338091e-01 6.694841358832e-01 -6.791930655905e-02 -2.412391727595e-02 5.774409120482e-01
2.985000000001e+00 1.353496312568e-01 6.692616147644e-01 -6.785872033104e-02 -2.411085967864e-02 5.772920347547e-01
2.986000000001e+00 1.352138579518e-01 6.690392385779e-01 -6.779819085611e-02 -2.409780731004e-02 5.771432404117e-01
2.987000000001e+00 1.350782137850e-01 6.688170071877e-01 -6.773771807749e-02 -2.408476016960e-02 5.769945289406e-01
2.988000000001e+00 1.349426986472e-01 6.685949204581e-01 -6.767730193847e-02 -2.407171825680e-02 5.768459002628e-01
2.989000000001e+00 1.348073124293e-01 6.683729782534e-01 -6.761694238242e-02 -2.405868157110e-02 5.766973542999e-01
2.990000000001e+00 1.346720550223e-01 6.681511804382e-01 -6.755663935274e-02 -2.404565011195e-02 5.765488909735e-01
2.991000000001e+00 1.345369263172e-01 6.679295268771e-01 -6.749639279292e-02 -2.403262387882e-02 5.764005102053e-01
2.992000000001e+00 1.344019262052e-01 6.677080174350e-01 -6.743620264651e-02 -2.401960287116e-02 5.762522119173e-01
2.993000000001e+00 1.342670545772e-01 6.674866519769e-01 -6.737606885710e-02 -2.400658708843e-02 5.761039960314e-01
2.994000000001e+00 1.341323113247e-01 6.672654303680e-01 -6.731599136836e-02 -2.399357653009e-02 5.759558624695e-01
2.995000000001e+00 1.339976963389e-01 6.670443524735e-01 -6.725597012402e-02 -2.398057119559e-02 5.758078111539e-01
2.996000000001e+00 1.338632095111e-01 6.668234181590e-01 -6.719600506787e-02 -2.396757108439e-02 5.756598420068e-01
2.997000000001e+00 1.337288507327e-01 6.666026272901e-01 -6.713609614375e-02 -2.395457619594e-02 5.755119549504e-01
2.998000000001e+00 1.335946198953e-01 6.663819797326e-01 -6.707624329558e-02 -2.394158652969e-02 5.753641499073e-01
2.999000000001e+00 1.334605168904e-01 6.661614753524e-01 -6.701644646733e-02 -2.392860208509e-02 5.752164268000e-01
3.000000000001e+00 1.333265416095e-01 6.659411140157e-01 -6.695670560304e-02 -2.391562286159e-02 5.750687855510e-01
3.001000000001e+00 1.331926939445e-01 6.657208955886e-01 -6.689702064680e-02 -2.390264885863e-02 5.749212260832e-01
3.002000000001e+00 1.330589737869e-01 6.655008199377e-01 -6.683739154277e-02 -2.388968007567e-02 5.747737483193e-01
3.003000000001e+00 1.329253810287e-01 6.652808869295e-01 -6.677781823516e-02 -2.387671651215e-02 5.746263521822e-01
3.004000000001e+00 1.327919155617e-01 6.650610964307e-01 -6.671830066825e-02 -2.386375816751e-02 5.744790375950e-01
3.005000000001e+00 1.326585772778e-01 6.648414483083e-01 -6.665883878639e-02 -2.385080504120e-02 5.743318044807e-01
3.006000000001e+00 1.325253660690e-01 6.646219424292e-01 -6.659943253397e-02 -2.383785713266e-02 5.741846527626e-01
3.007000000001e+00 1.323922818275e-01 6.644025786607e-01 -6.654008185546e-02 -2.382491444133e-02 5.740375823639e-01
3.008000000001e+00 1.322593244452e-01 6.641833568701e-01 -6.648078669537e-02 -2.381197696665e-02 5.738905932081e-01
3.009000000001e+00 1.321264938144e-01 6.639642769250e-01 -6.642154699829e-02 -2.379904470805e-02 5.737436852186e-01
3.010000000001e+00 1.319937898274e-01 6.637453386929e-01 -6.636236270886e-02 -2.378611766498e-02 5.735968583191e-01
3.011000000001e+00 1.318612123765e-01 6.635265420418e-01 -6.630323377179e-02 -2.377319583687e-02 5.734501124331e-01
3.012000000001e+00 1.317287613541e-01 6.633078868396e-01 -6.624416013183e-02 -2.376027922316e-02 5.733034474846e-01
3.013000000001e+00 1.315964366526e-01 6.630893729543e-01 -6.618514173382e-02 -2.374736782328e-02 5.731568633972e-01
3.014000000001e+00 1.314642381646e-01 6.628710002544e-01 -6.612617852263e-02 -2.373446163666e-02 5.730103600951e-01
3.015000000001e+00 1.313321657826e-01 6.626527686082e-01 -6.606727044321e-02 -2.372156066273e-02 5.728639375023e-01
3.016000000001e+00 1.312002193993e-01 6.624346778844e-01 -6.600841744056e-02 -2.370866490093e-02 5.727175955429e-01
3.017000000001e+00 1.310683989073e-01 6.622167279516e-01 -6.594961945976e-02 -2.369577435068e-02 5.725713341412e-01
3.018000000001e+00 1.309367041995e-01 6.619989186788e-01 -6.589087644591e-02 -2.368288901141e-02 5.724251532215e-01
3.019000000001e+00 1.308051351688e-01 6.617812499350e-01 -6.583218834422e-02 -2.367000888255e-02 5.722790527082e-01
3.020000000001e+00 1.306736917079e-01 6.615637215894e-01 -6.577355509991e-02 -2.365713396352e-02 5.721330325260e-01
3.021000000001e+00 1.305423737099e-01 6.613463335114e-01 -6.571497665830e-02 -2.364426425374e-02 5.719870925994e-01
3.022000000001e+00 1.304111810678e-01 6.611290855705e-01 -6.565645296475e-02 -2.363139975265e-02 5.718412328531e-01
3.023000000001e+00 1.302801136748e-01 6.609119776363e-01 -6.559798396467e-02 -2.361854045967e-02 5.716954532120e-01
3.024000000001e+00 1.301491714239e-01 6.606950095787e-01 -6.553956960356e-02 -2.360568637420e-02 5.715497536009e-01
3.025000000001e+00 1.300183542085e-01 6.604781812675e-01 -6.548120982695e-02 -2.359283749568e-02 5.714041339449e-01
3.026000000001e+00 1.298876619218e-01 6.602614925730e-01 -6.542290458045e-02 -2.357999382352e-02 5.712585941691e-01
3.027000000001e+00 1.297570944571e-01 6.600449433654e-01 -6.536465380971e-02 -2.356715535714e-02 5.711131341986e-01
3.028000000001e+00 1.296266517079e-01 6.598285335151e-01 -6.530645746045e-02 -2.355432209595e-02 5.709677539587e-01
3.029000000001e+00 1.294963335678e-01 6.596122628927e-01 -6.524831547846e-02 -2.354149403938e-02 5.708224533749e-01
3.030000000001e+00 1.293661399302e-01 6.593961313689e-01 -6.519022780957e-02 -2.352867118683e-02 5.706772323725e-01
3.031000000001e+00 1.292360706887e-01 6.591801388146e-01 -6.513219439967e-02 -2.351585353771e-02 5.705320908772e-01
3.032000000001e+00 1.291061257371e-01 6.589642851007e-01 -6.507421519473e-02 -2.350304109145e-02 5.703870288145e-01
3.033000000001e+00 1.289763049692e-01 6.587485700985e-01 -6.501629014075e-02 -2.349023384744e-02 5.702420461103e-01
3.034000000001e+00 1.288466082786e-01 6.585329936792e-01 -6.495841918381e-02 -2.347743180510e-02 5.700971426903e-01
3.035000000001e+00 1.287170355594e-01 6.583175557144e-01 -6.490060227004e-02 -2.346463496384e-02 5.699523184805e-01
3.036000000001e+00 1.285875867054e-01 6.581022560757e-01 -6.484283934563e-02 -2.345184332306e-02 5.698075734070e-01
3.037000000001e+00 1.284582616107e-01 6.578870946348e-01 -6.478513035684e-02 -2.343905688217e-02 5.696629073958e-01
3.038000000001e+00 1.283290601694e-01 6.576720712636e-01 -6.472747524995e-02 -2.342627564057e-02 5.695183203731e-01
3.039000000001e+00 1.281999822755e-01 6.574571858343e-01 -6.466987397136e-02 -2.341349959767e-02 5.693738122652e-01
3.040000000001e+00 1.280710278234e-01 6.572424382189e-01 -6.461232646746e-02 -2.340072875287e-02 5.692293829986e-01
3.041000000001e+00 1.279421967072e-01 6.570278282900e-01 -6.455483268476e-02 -2.338796310557e-02 5.690850324997e-01
3.042000000001e+00 1.278134888213e-01 6.568133559200e-01 -6.449739256978e-02 -2.337520265517e-02 5.689407606950e-01
3.043000000001e+00 1.276849040602e-01 6.565990209815e-01 -6.444000606913e-02 -2.336244740107e-02 5.687965675113e-01
3.044000000001e+00 1.275564423183e-01 6.563848233474e-01 -6.438267312947e-02 -2.334969734266e-02 5.686524528753e-01
3.045000000001e+00 1.274281034900e-01 6.561707628907e-01 -6.432539369750e-02 -2.333695247935e-02 5.685084167138e-01
3.046000000001e+00 1.272998874702e-01 6.559568394843e-01 -6.426816772000e-02 -2.332421281053e-02 5.683644589538e-01
3.047000000001e+00 1.271717941533e-01 6.557430530017e-01 -6.421099514381e-02 -2.331147833558e-02 5.682205795223e-01
3.048000000001e+00 1.270438234342e-01 6.555294033161e-01 -6.415387591580e-02 -2.329874905392e-02 5.680767783464e-01
3.049000000001e+00 1.269159752076e-01 6.553158903011e-01 -6.409680998292e-02 -2.328602496492e-02 5.679330553533e-01
3.050000000001e+00 1.267882493683e-01 6.551025138305e-01 -6.403979729219e-02 -2.327330606798e-02 5.677894104703e-01
3.051000000001e+00 1.266606458114e-01 6.548892737780e-01 -6.398283779065e-02 -2.326059236249e-02 5.676458436249e-01
3.052000000001e+00 1.265331644319e-01 6.546761700177e-01 -6.392593142542e-02 -2.324788384783e-02 5.675023547444e-01
3.053000000001e+00 1.264058051247e-01 6.544632024236e-01 -6.386907814369e-02 -2.323518052340e-02 5.673589437565e-01
3.054000000001e+00 1.262785677850e-01 6.542503708701e-01 -6.381227789268e-02 -2.322248238857e-02 5.672156105888e-01
3.055000000001e+00 1.261514523080e-01 6.540376752315e-01 -6.375553061968e-02 -2.320978944274e-02 5.670723551691e-01
3.056000000001e+00 1.260244585889e-01 6.538251153825e-01 -6.369883627205e-02 -2.319710168529e-02 5.669291774252e-01
3.057000000001e+00 1.258975865232e-01 6.536126911977e-01 -6.364219479718e-02 -2.318441911560e-02 5.667860772850e-01
3.058000000001e+00 1.257708360061e-01 6.534004025521e-01 -6.358560614254e-02 -2.317174173305e-02 5.666430546765e-01
3.059000000001e+00 1.256442069331e-01 6.531882493205e-01 -6.352907025565e-02 -2.315906953703e-02 5.665001095279e-01
3.060000000001e+00 1.255176991997e-01 6.529762313782e-01 -6.347258708407e-02 -2.314640252691e-02 5.663572417673e-01
3.061000000001e+00 1.253913127016e-01 6.527643486005e-01 -6.341615657545e-02 -2.313374070206e-02 5.662144513230e-01
3.062000000001e+00 1.252650473344e-01 6.525526008628e-01 -6.335977867747e-02 -2.312108406188e-02 5.660717381234e-01
3.063000000001e+00 1.251389029937e-01 6.523409880406e-01 -6.330345333788e-02 -2.310843260572e-02 5.659291020970e-01
3.064000000001e+00 1.250128795754e-01 6.521295100097e-01 -6.324718050448e-02 -2.309578633297e-02 5.657865431723e-01
3.065000000001e+00 1.248869769753e-01 6.519181666460e-01 -6.319096012513e-02 -2.308314524301e-02 5.656440612779e-01
3.066000000001e+00 1.247611950894e-01 6.517069578255e-01 -6.313479214774e-02 -2.307050933520e-02 5.655016563426e-01
3.067000000001e+00 1.246355338136e-01 6.514958834243e-01 -6.307867652029e-02 -2.305787860891e-02 5.653593282951e-01
3.068000000001e+00 1.245099930439e-01 6.512849433188e-01 -6.302261319080e-02 -2.304525306351e-02 5.652170770645e-01
3.069000000001e+00 1.243845726765e-01 6.510741373853e-01 -6.296660210736e-02 -2.303263269838e-02 5.650749025796e-01
